Year,Length_Category,Sector,Gear,Region,SAUP,NV,GT,P,NVActive,GTActive,PActive,NomActive,NVerr,Perr,GTerr,RActivity,MethodNV,MethodLOA,MethodGT,MethodP,Country,EffActive
1952,24-50m,I,Lines_Longlines,NorthAmerica,124,7,2737.0585,5366.8306,5.2667453,2085.2583275468,4102.76586831244,833212.28546866,0.9011,0.0003276590003927,3.72658252490968e-06,0.764450217719827,GAM,Data,Data,AIC,CAN,888900.928630532
1953,24-50m,I,Lines_Longlines,NorthAmerica,124,6,2396.1913,4749.7486,4.5391052,1837.06177332822,3653.75226012424,741991.02945607,0.9011,0.0003278531642041,3.5981381371065e-06,0.769234388402615,GAM,Data,Data,AIC,CAN,808839.306503443
1954,24-50m,I,Lines_Longlines,NorthAmerica,124,6,2397.6038,4749.7486,4.5391052,1838.11403859422,3653.75226012424,741991.02945607,0.9011,0.0003278531642041,3.593093440032e-06,0.769234388402615,GAM,Data,Data,AIC,CAN,826472.003385218
1955,24-50m,I,Lines_Longlines,NorthAmerica,124,6,2385.9375,4749.7486,4.5391052,1829.42303175,3653.75226012424,741991.02945607,0.930585333333333,0.0003278531642041,3.63508368172888e-06,0.769234388402615,GAM,Data,Data,AIC,CAN,844489.093059016
1956,24-50m,I,Lines_Longlines,NorthAmerica,124,6,2375.0,4749.7486,4.5391052,1821.27496,3653.75226012424,741991.02945607,0.857047666666667,0.0003278531642041,3.6751446631579e-06,0.769234388402615,GAM,Data,Data,AIC,CAN,862898.955287702
1957,24-50m,I,Lines_Longlines,NorthAmerica,124,6,2375.0,4749.7486,4.5391052,1821.27496,3653.75226012424,741991.02945607,0.753899,0.0003278531642041,3.6751446631579e-06,0.769234388402615,GAM,Data,Data,AIC,CAN,881710.152512975
1958,24-50m,I,Lines_Longlines,NorthAmerica,124,8,3038.3153,6267.682,6.0810177,2332.41484398242,4836.3042998338,982237.32588154,0.6406031375,0.0003365407132123,3.94119556002535e-06,0.771613226938397,GAM,Data,Data,AIC,CAN,1192640.40567193
1959,24-50m,I,Lines_Longlines,NorthAmerica,124,8,3049.9832,6267.682,6.0810177,2341.19369933018,4836.3042998338,982237.32588154,0.576694275,0.0003365407132123,3.90693822721882e-06,0.771613226938397,GAM,Data,Data,AIC,CAN,1218639.96651558
1960,24-50m,I,Lines_Longlines,NorthAmerica,124,9,3389.0694,6884.764,6.8086578,2588.15418944996,5285.317908022,1073458.50913012,0.498303555555555,0.0003356106923137,3.98417851424577e-06,0.767670867455926,GAM,Data,Data,AIC,CAN,1360849.64623994
1961,24-50m,I,Lines_Longlines,NorthAmerica,124,9,3397.1427,6884.764,6.8086578,2594.20349624038,5285.317908022,1073458.50913012,0.429113688888889,0.0003356106923137,3.96298713875499e-06,0.767670867455926,GAM,Data,Data,AIC,CAN,1390516.16852797
1962,24-50m,I,Lines_Longlines,NorthAmerica,124,11,4064.6738,8118.928,8.263938,3080.02544177342,6183.3451243984,1255901.0211553,0.379114636363636,0.0003341747699246,4.10592026389232e-06,0.761584390871122,GAM,Data,Data,AIC,CAN,1662310.28544341
1963,24-50m,I,Lines_Longlines,NorthAmerica,124,15,5638.4791,11576.3128,11.347763,4318.64096176244,8896.72169450718,1804598.8325502,0.3467172564,0.0003331260340716,4.18012964344514e-06,0.768567417494771,GAM,Data,Data,AIC,CAN,2440637.32617835
1964,24-50m,I,Lines_Longlines,NorthAmerica,124,16,5972.9169,12193.3948,12.0754031,4562.00654595656,9345.73530269538,1895820.1613268,0.0,0.0003327737255112,4.20880858331526e-06,0.766492962181911,Data,Data,Data,AIC,CAN,2619905.41619297
1965,24-50m,I,Lines_Longlines,NorthAmerica,124,20,7326.2244,14945.4918,15.0725958,5575.92391709964,11426.3142330724,2318508.46042938,0.0,0.000335371486752,4.29381999888073e-06,0.764557902784066,Data,Data,Data,AIC,CAN,3273882.27438993
1966,24-50m,I,Lines_Longlines,NorthAmerica,124,20,7309.353,14945.4918,15.0725958,5563.3166745305,11426.3142330724,2318508.46042938,0.0,0.000335371486752,4.31607387002995e-06,0.764557902784066,Data,Data,Data,AIC,CAN,3345252.90797163
1967,24-50m,I,Lines_Longlines,NorthAmerica,124,26,9747.81,19695.2358,19.611701,7431.9410060349,15080.0630940728,3060499.8537055,0.0,0.0003335583559419,4.09964066958322e-06,0.765686441293776,Data,Data,Data,AIC,CAN,4512098.09995284
1968,24-50m,I,Lines_Longlines,NorthAmerica,124,29,10730.8077,21830.2568,21.8812536,8175.74423783977,16711.6327821022,3391967.95880778,0.0,0.0003354469279223,4.18482931442896e-06,0.765540329722097,Data,Data,Data,AIC,CAN,5109798.91492939
1969,24-50m,I,Lines_Longlines,NorthAmerica,124,29,10732.0646,21830.2568,21.8812536,8176.66158091506,16711.6327821022,3391967.95880778,0.0,0.0003354469279223,4.18248377791557e-06,0.765540329722097,Data,Data,Data,AIC,CAN,5221192.53127485
1970,24-50m,I,Lines_Longlines,NorthAmerica,124,32,12150.9321,24444.9858,24.1508062,9274.16179539591,18733.8163209138,3802490.76362324,0.0,0.000332449814705,3.99639378292633e-06,0.766376196844348,Data,Data,Data,AIC,CAN,5980700.20548852
1971,24-50m,I,Lines_Longlines,NorthAmerica,124,34,12816.948,25962.9178,25.6927187,9787.602938199,19916.3673939066,4042736.96995824,0.0,0.0003342783238255,4.04108673145401e-06,0.767118048450374,Data,Data,Data,AIC,CAN,6497185.24918974
1972,24-50m,I,Lines_Longlines,NorthAmerica,124,34,12814.534,25962.9178,25.6927187,9785.7959083667,19916.3673939066,4042736.96995824,0.0,0.0003342783238255,4.04276578099188e-06,0.767118048450374,Data,Data,Data,AIC,CAN,6638823.88762207
1973,24-50m,I,Lines_Longlines,NorthAmerica,124,35,13141.8817,26580.0078,26.4203588,10023.8706144537,20365.3868232156,4133958.29873484,0.0,0.000334089950685,4.06646968270449e-06,0.766200749648967,Data,Data,Data,AIC,CAN,6936615.97391355
1974,24-50m,I,Lines_Longlines,NorthAmerica,124,37,14075.5428,28519.459,27.9622713,10768.3333016686,21896.2111561074,4442409.65084979,0.226737691891892,0.0003320972396535,4.04146493707831e-06,0.767791826904486,GAM,Data,Data,AIC,CAN,7616686.18497383
1975,24-50m,I,Lines_Longlines,NorthAmerica,124,37,14231.2269,28577.6568,27.9622713,10881.6548867221,21938.5582091192,4453260.58384104,0.23588942972973,0.0003318215482877,3.89865353466362e-06,0.767688607423164,GAM,Data,Data,AIC,CAN,7801739.8703431
1976,24-50m,I,Lines_Longlines,NorthAmerica,124,37,14210.7063,28577.6568,27.9622713,10866.3449520319,21938.5582091192,4453260.58384104,0.196328276918919,0.0003318215482877,3.91236290293924e-06,0.767688607423164,GAM,Data,Data,AIC,CAN,7971817.79951658
1977,24-50m,I,Lines_Longlines,NorthAmerica,124,35,13546.2995,27343.4868,26.5069911,10382.8416031871,21040.5266269022,4270817.92628784,0.0032234030285714,0.0003320768836565,3.86336672392265e-06,0.769497831852896,GAM,Data,Data,AIC,CAN,7811891.64295199
1978,24-50m,I,Lines_Longlines,NorthAmerica,124,42,16972.4974,34179.097,31.947001,13099.6300719556,26451.2391138146,5366898.72617359,0.0,0.0003284826596469,3.62711586697306e-06,0.773924971493311,Data,Data,Data,AIC,CAN,10030774.1536774
1979,24-50m,I,Lines_Longlines,NorthAmerica,124,46,18302.625,36931.188,34.9441937,14096.277536325,28531.813678351,5789587.59006179,0.0,0.0003298537030783,3.71695237322515e-06,0.77258740298207,Data,Data,Data,AIC,CAN,11056675.8904231
1980,24-50m,I,Lines_Longlines,NorthAmerica,124,44,17622.7878,35413.257,33.4022812,13572.5950212411,27349.2634196306,5549341.38372679,0.0031300848636363,0.0003284018712599,3.68319714353344e-06,0.772309873150485,GAM,Data,Data,AIC,CAN,10828898.7040901
1981,24-50m,I,Lines_Longlines,NorthAmerica,124,44,18048.7078,36176.747,33.4889135,13947.6417424054,28024.4113139906,5686201.01127979,0.00307636975,0.0003270003742533,3.52889548865853e-06,0.774674131859861,GAM,Data,Data,AIC,CAN,11337856.4837556
1982,24-50m,I,Lines_Longlines,NorthAmerica,124,44,18051.2988,36176.747,33.4889135,13949.5814629889,28024.4113139906,5686201.01127979,0.0030636783863636,0.0003270003742533,3.52768703034172e-06,0.774674131859861,GAM,Data,Data,AIC,CAN,11585021.7551015
1983,24-50m,I,Lines_Longlines,NorthAmerica,124,44,18472.0588,36940.237,33.5755458,14320.7732410338,28699.5592083506,5823060.63883279,0.0030355910454545,0.0003256568102237,3.38286103902479e-06,0.776940766126172,GAM,Data,Data,AIC,CAN,12122490.6120246
1984,24-50m,I,Lines_Longlines,NorthAmerica,124,43,18125.1522,36323.157,32.8479057,14068.0170733579,28250.5470554426,5731839.31005619,0.003019034116279,0.0003256481852793,3.36223565268313e-06,0.777779443662349,GAM,Data,Data,AIC,CAN,12192715.7377745
1985,24-50m,I,Lines_Longlines,NorthAmerica,124,38,16068.8752,32190.485,29.0364406,12478.5373300532,25045.8043529648,5081069.48983839,0.318544897157895,0.0003253327355539,3.35448655762526e-06,0.778079077179043,GAM,Data,Data,AIC,CAN,11044027.3867705
1986,24-50m,I,Lines_Longlines,NorthAmerica,124,37,15901.1397,31631.6028,28.3088005,12356.6267716503,24639.1392530686,5000699.09405304,0.0030174017783783,0.0003250798808619,3.19336320928789e-06,0.778946883631361,GAM,Data,Data,AIC,CAN,11106288.7763055
1987,24-50m,I,Lines_Longlines,NorthAmerica,124,35,15215.313,30113.6708,26.766888,11828.3840296638,23456.5881800758,4760453.61535814,0.0029540389285714,0.0003231319120872,3.13206864282654e-06,0.778941474140796,GAM,Data,Data,AIC,CAN,10803201.4612505
1988,24-50m,I,Lines_Longlines,NorthAmerica,124,35,15220.361,30113.6708,26.766888,11832.1621552362,23456.5881800758,4760453.61535814,0.328794798457143,0.0003231319120872,3.12940653827245e-06,0.778941474140796,GAM,Data,Data,AIC,CAN,11038711.2531057
1989,24-50m,I,Lines_Longlines,NorthAmerica,124,34,14898.535,29496.5908,26.0392479,11598.2038470468,23007.5760271678,4669232.28658154,0.326398289588235,0.0003230684691842,3.08480686810549e-06,0.780015875946583,GAM,Data,Data,AIC,CAN,11063216.5614681
1990,24-50m,I,Lines_Longlines,NorthAmerica,124,30,13161.832,25981.0018,22.9554229,10240.9603395214,20251.8477471506,4109683.22514966,0.0030174968666666,0.0003223408209971,3.08496238625899e-06,0.779497570188907,GAM,Data,Data,AIC,CAN,9949704.43656963
1991,24-50m,I,Lines_Longlines,NorthAmerica,124,30,13166.872,25981.0018,22.9554229,10244.7316043854,20251.8477471506,4109683.22514966,0.0030377825266666,0.0003223408209971,3.0819197595397e-06,0.779497570188907,GAM,Data,Data,AIC,CAN,10166607.9932869
1992,24-50m,I,Lines_Longlines,NorthAmerica,124,29,12812.7935,25363.9198,22.2277828,9986.61367148445,19802.8341389624,4018461.89637306,0.33464401537931,0.000322247794229,3.04813795710592e-06,0.78076070349782,GAM,Data,Data,AIC,CAN,10157655.5939778
1993,24-50m,I,Lines_Longlines,NorthAmerica,124,28,12491.4265,24746.8378,21.5001427,9753.01170123435,19353.8205307742,3927240.56759646,0.350698347357143,0.0003221501280685,2.99256114891906e-06,0.782086907334166,GAM,Data,Data,AIC,CAN,10143481.2912761
1994,24-50m,I,Lines_Longlines,NorthAmerica,124,27,11746.5355,23366.2698,20.6858703,9146.14143494875,18229.662112051,3699159.61126686,0.327514903555556,0.0003240096977822,3.14237641325393e-06,0.780185503881779,GAM,Data,Data,AIC,CAN,9762667.4551694
1995,24-50m,I,Lines_Longlines,NorthAmerica,124,26,11389.48,22465.4178,19.8715979,8857.0637730806,17496.1231919662,3550134.48942674,0.336316691769231,0.0003213854300866,3.11010049773651e-06,0.778816931388595,GAM,Data,Data,AIC,CAN,9573618.77296636
1996,24-50m,I,Lines_Longlines,NorthAmerica,124,24,10735.139,21231.2538,18.4163177,8381.1174849445,16598.0959755898,3367691.83187354,0.364284126916667,0.0003211076247297,2.99310265618135e-06,0.781795750419775,GAM,Data,Data,AIC,CAN,9279606.61549787
1997,24-50m,I,Lines_Longlines,NorthAmerica,124,22,9649.476,19233.6028,16.8744052,7526.0822680538,15024.923134406,3048390.27440744,0.359144749818182,0.0003231296839883,3.11757722332529e-06,0.78120438257145,GAM,Data,Data,AIC,CAN,8582892.79535211
1998,24-50m,I,Lines_Longlines,NorthAmerica,124,22,9654.121,19233.6028,16.8744052,7529.5694071057,15024.923134406,3048390.27440744,0.366702520272727,0.0003231296839883,3.11372182338351e-06,0.78120438257145,GAM,Data,Data,AIC,CAN,8769999.85829077
1999,24-50m,I,Lines_Longlines,NorthAmerica,124,21,9330.735,18616.5208,16.1467651,7294.4705225254,14575.9095262178,2957168.94563084,0.380009297428571,0.0003230290889117,3.04331209735407e-06,0.782982379118701,GAM,Data,Data,AIC,CAN,8693027.51340767
2000,24-50m,I,Lines_Longlines,NorthAmerica,124,19,8236.1744,16335.1008,14.5182203,6404.03118610416,12718.2121874098,2580062.94888836,0.354255065578947,0.0003221001762459,3.20623209846552e-06,0.778609284709814,GAM,Data,Data,AIC,CAN,7749811.1170322
2001,24-50m,I,Lines_Longlines,NorthAmerica,124,19,8238.1778,16335.1008,14.5182203,6405.52899905602,12718.2121874098,2580062.94888836,0.354980739263158,0.0003221001762459,3.20426137570954e-06,0.778609284709814,GAM,Data,Data,AIC,CAN,7918756.99938351
2002,24-50m,I,Lines_Longlines,NorthAmerica,124,17,7148.8149,14337.4498,13.5757299,5781.56111835093,11610.1456711764,2355083.08978056,0.350693238,0.0003249510497776,3.41422524115405e-06,0.809804697052456,GAM,Data,Data,AIC,CAN,7385822.16330376
2003,24-50m,I,Lines_Longlines,NorthAmerica,124,18,7898.1575,15718.0188,13.5822654,6030.2354964013,12010.0822555159,2436246.92137112,0.399450958111111,0.0003219406128135,3.14697843953068e-06,0.76411733738594,GAM,Data,Data,AIC,CAN,7806921.52764439
2004,24-50m,I,Lines_Longlines,NorthAmerica,124,15,6068.6402,12056.0288,11.5078675,4697.04739850018,9338.44897334844,1893981.25903086,0.342322363066667,0.0003240561326574,3.67996825301464e-06,0.77460563186845,GAM,Data,Data,AIC,CAN,6201547.67004364
2005,24-50m,I,Lines_Longlines,NorthAmerica,124,14,5322.6271,10675.4608,11.2673996,4330.83406818719,8702.58429113834,1764952.55050366,0.317540081857143,0.0003283728153232,4.1085813845279e-06,0.815225472718155,GAM,Data,Data,AIC,CAN,5905046.76791881
2006,24-50m,I,Lines_Longlines,NorthAmerica,124,26,9149.5833,17738.4736,19.9053367,6993.50546357706,13556.8382456295,2748897.86309781,0.281292042,0.0003247040614967,4.68074341107715e-06,0.764259045316243,GAM,Data,Data,AIC,CAN,9397553.55616969
2007,24-50m,I,Lines_Longlines,NorthAmerica,124,11,4489.9877,8882.415,8.3696709,3439.19576514861,6815.7423412227,1384095.40206099,0.398836763636364,0.0003279704782413,3.44678700621944e-06,0.767321264893469,GAM,Data,Data,AIC,CAN,4834907.05809454
2008,24-50m,I,Lines_Longlines,NorthAmerica,124,7,3162.5632,6414.087,5.3462272,2425.89218863494,4925.0641082358,999995.60641028,0.463521371428571,0.0003286654714119,2.84128643364319e-06,0.767846329325424,GAM,Data,Data,AIC,CAN,3569325.00383865
2009,24-50m,I,Lines_Longlines,NorthAmerica,124,7,3163.737,6414.087,5.4400099,2489.66370221574,5062.436316453,1027875.8516132,0.466163728571429,0.0003286654714119,2.83842638403002e-06,0.789254167322436,GAM,Data,Data,AIC,CAN,3748819.78970155
2010,24-50m,I,Lines_Longlines,NorthAmerica,124,4,1748.4868,3515.5846,3.3544532,1474.03429711604,2967.62124873054,602581.25723416,0.456873975,0.0003284459784315,3.0300154437771e-06,0.844126313625457,GAM,Data,Data,AIC,CAN,2245615.60874898
2011,24-50m,I,Lines_Longlines,NorthAmerica,124,6,2406.0484,5033.518,3.9226134,1664.91175429796,3582.8784677232,727570.43550194,0.40530625,0.0003390848481102,3.56316801827561e-06,0.711745416731784,GAM,Data,Data,AIC,CAN,2737717.90630173
2013,24-50m,I,Lines_Longlines,NorthAmerica,124,5,1657.4438,3369.1796,3.7248328,1234.74020954462,2529.59302712864,513910.07312647,0.3587078,0.0003430867462932,4.900237e-06,0.750803855901182,GAM,Data,Data,AIC,CAN,2067290.97274
2014,24-50m,I,Lines_Longlines,NorthAmerica,124,5,2077.1765,4132.6666,3.8114651,1605.15522718708,3204.73865193604,650769.77344348,0.38802992,0.0003281053123654,3.33912790632212e-06,0.775447918166998,GAM,Data,Data,AIC,CAN,2643848.54861512
2015,24-50m,I,Lines_Longlines,NorthAmerica,124,4,1328.1707,2752.0976,2.9971927,995.19588376428,2080.57941894044,422688.81711388,0.35551,0.0003468810934077,4.883901e-06,0.755997690477522,GAM,Data,Data,AIC,CAN,1754671.63955879
2016,24-50m,I,Lines_Longlines,NorthAmerica,124,4,1327.8313,2752.0976,2.9971927,994.94156763207,2080.57941894044,422688.81711388,0.3678141,0.0003468810934077,4.886398e-06,0.755997690477522,GAM,Data,Data,AIC,CAN,1792923.48130118
2017,24-50m,I,Lines_Longlines,NorthAmerica,124,4,1320.7408,2752.0976,2.9971927,989.62867108804,2080.57941894044,422688.81711388,0.0,0.0003468810934077,4.939006e-06,0.755997690477522,Data,Data,Data,AIC,CAN,1832009.21319354
1982,6-12m,I,Lines_Longlines,NorthAmerica,124,1,26.71112,159.7937,0.9253303,24.716608682936,147.86195235911,29292.866694798,0.03928447,0.005632263,0.000504853,0.9253303,GAM,Data,Data,AIC,CAN,59681.0589803866
1983,6-12m,I,Lines_Longlines,NorthAmerica,124,1,26.6294,159.7937,0.9253303,24.64099069082,147.86195235911,29292.866694798,0.03887949,0.005632263,0.0005090942,0.9253303,GAM,Data,Data,AIC,CAN,60982.106066159
1984,6-12m,I,Lines_Longlines,NorthAmerica,124,1,26.57662,159.7937,0.9253303,24.592151757586,147.86195235911,29292.866694798,0.03898237,0.005632263,0.000511719,0.9253303,GAM,Data,Data,AIC,CAN,62311.5159784012
1986,6-12m,I,Lines_Longlines,NorthAmerica,124,1,26.65564,159.7937,0.9253303,24.665271357892,147.86195235911,29292.866694798,0.035899,0.005632263,0.0005101204,0.9253303,GAM,Data,Data,AIC,CAN,65057.910999913
1987,6-12m,I,Lines_Longlines,NorthAmerica,124,1,26.67561,159.7937,0.9253303,24.683750203983,147.86195235911,29292.866694798,0.03549228,0.005632263,0.000510315,0.9253303,GAM,Data,Data,AIC,CAN,66476.1734597113
1988,6-12m,I,Lines_Longlines,NorthAmerica,124,1,26.69672,159.7937,0.9253303,24.703283926616,147.86195235911,29292.866694798,0.1255829,0.005632263,0.0005104556,0.9253303,GAM,Data,Data,AIC,CAN,67925.3540411329
1989,6-12m,I,Lines_Longlines,NorthAmerica,124,1,26.69735,159.7937,0.9253303,24.703866884705,147.86195235911,29292.866694798,0.1237374,0.005632263,0.0005110692,0.9253303,GAM,Data,Data,AIC,CAN,69406.1267592295
1990,6-12m,I,Lines_Longlines,NorthAmerica,124,1,26.74585,159.7937,0.9253303,24.748745404255,147.86195235911,29292.866694798,0.03507965,0.005632263,0.0005090311,0.9253303,GAM,Data,Data,AIC,CAN,70919.1803225809
1991,6-12m,I,Lines_Longlines,NorthAmerica,124,1,26.78973,159.7937,0.9253303,24.789348897819,147.86195235911,29292.866694798,0.03490093,0.005632263,0.0005091358,0.9253303,GAM,Data,Data,AIC,CAN,72465.2184536131
1992,6-12m,I,Lines_Longlines,NorthAmerica,124,1,26.79294,159.7937,0.9253303,24.792319208082,147.86195235911,29292.866694798,0.1222991,0.005632263,0.0005073701,0.9253303,GAM,Data,Data,AIC,CAN,74044.9602159019
2016,6-12m,I,Lines_Longlines,NorthAmerica,124,2,52.33986,319.5873,1.8506606,48.431658355758,295.72381218519,58585.733389596,0.07418913,0.006044003,0.000528083,0.9253303,GAM,Data,Data,AIC,CAN,248503.704878375
2017,6-12m,I,Lines_Longlines,NorthAmerica,124,3,78.6304,479.381,2.7759909,72.75909162112,443.5857645443,87878.600084394,0.01478721,0.006032646,0.000527328,0.9253303,Data,Data,Data,AIC,CAN,380881.628467085
1988,Over 50m,I,Lines_Longlines,NorthAmerica,124,1,3000.0,4173.902,0.8142724,2442.8172,3398.6931989048,672404.81398312,0.1755373,0.0001186106,7.407407e-08,0.8142724,GAM,Data,Data,AIC,CAN,1559196.49396679
1989,Over 50m,I,Lines_Longlines,NorthAmerica,124,1,3000.0,4173.902,0.8142724,2442.8172,3398.6931989048,672404.81398312,0.1564704,0.0001186106,7.407407e-08,0.8142724,GAM,Data,Data,AIC,CAN,1593186.97753526
1990,Over 50m,I,Lines_Longlines,NorthAmerica,124,1,3000.0,4173.902,0.8142724,2442.8172,3398.6931989048,672404.81398312,0.003219911,0.0001186106,7.407407e-08,0.8142724,GAM,Data,Data,AIC,CAN,1627918.45364553
1991,Over 50m,I,Lines_Longlines,NorthAmerica,124,1,3000.0,4173.902,0.8142724,2442.8172,3398.6931989048,672404.81398312,0.003607493,0.0001186106,7.407407e-08,0.8142724,GAM,Data,Data,AIC,CAN,1663407.07593501
1992,Over 50m,I,Lines_Longlines,NorthAmerica,124,1,3000.0,4173.902,0.8142724,2442.8172,3398.6931989048,672404.81398312,0.2000518,0.0001186106,7.407407e-08,0.8142724,GAM,Data,Data,AIC,CAN,1699669.35019039
1993,Over 50m,I,Lines_Longlines,NorthAmerica,124,1,3000.0,4173.902,0.8142724,2442.8172,3398.6931989048,672404.81398312,0.1869774,0.0001186106,7.407407e-08,0.8142724,GAM,Data,Data,AIC,CAN,1736722.14202454
1994,Over 50m,I,Lines_Longlines,NorthAmerica,124,1,3000.0,4173.902,0.8142724,2442.8172,3398.6931989048,672404.81398312,0.1755373,0.0001186106,7.407407e-08,0.8142724,GAM,Data,Data,AIC,CAN,1774582.68472068
1995,Over 50m,I,Lines_Longlines,NorthAmerica,124,1,3000.0,4173.902,0.8142724,2442.8172,3398.6931989048,672404.81398312,0.1564704,0.0001186106,7.407407e-08,0.8142724,GAM,Data,Data,AIC,CAN,1813268.58724759
1996,Over 50m,I,Lines_Longlines,NorthAmerica,124,1,3000.0,4173.902,0.8142724,2442.8172,3398.6931989048,672404.81398312,0.1564704,0.0001186106,7.407407e-08,0.8142724,GAM,Data,Data,AIC,CAN,1852797.84244958
1997,Over 50m,I,Lines_Longlines,NorthAmerica,124,1,3000.0,4173.902,0.8142724,2442.8172,3398.6931989048,672404.81398312,0.1484423,0.0001186106,7.407407e-08,0.8142724,GAM,Data,Data,AIC,CAN,1893188.83541499
1998,Over 50m,I,Lines_Longlines,NorthAmerica,124,1,3000.0,4173.902,0.8142724,2442.8172,3398.6931989048,672404.81398312,0.1484423,0.0001186106,7.407407e-08,0.8142724,GAM,Data,Data,AIC,CAN,1934460.35202703
1999,Over 50m,I,Lines_Longlines,NorthAmerica,124,1,3000.0,4173.902,0.8142724,2442.8172,3398.6931989048,672404.81398312,0.1412169,0.0001186106,7.407407e-08,0.8142724,GAM,Data,Data,AIC,CAN,1976631.58770122
2000,Over 50m,I,Lines_Longlines,NorthAmerica,124,1,3000.0,4173.902,0.8142724,2442.8172,3398.6931989048,672404.81398312,0.1911375,0.0001186106,7.407407e-08,0.8142724,GAM,Data,Data,AIC,CAN,2019722.15631311
2001,Over 50m,I,Lines_Longlines,NorthAmerica,124,1,3000.0,4173.902,0.8142724,2442.8172,3398.6931989048,672404.81398312,0.1911375,0.0001186106,7.407407e-08,0.8142724,GAM,Data,Data,AIC,CAN,2063752.09932073
2002,Over 50m,I,Lines_Longlines,NorthAmerica,124,1,3000.0,4173.902,0.8392857,2517.8571,3503.0962618014,693060.14177466,0.2000518,0.0001186106,7.407407e-08,0.8392857,GAM,Data,Data,AIC,CAN,2173519.47276675
2003,Over 50m,I,Lines_Longlines,NorthAmerica,124,1,3000.0,4173.902,0.7863248,2358.9744,3282.0426553696,649326.41813024,0.1911375,0.0001186106,7.407407e-08,0.7863248,GAM,Data,Data,AIC,CAN,2080758.0494822
2004,Over 50m,I,Lines_Longlines,NorthAmerica,124,1,3000.0,4173.902,0.7980769,2394.2307,3331.0947690638,659030.99440522,0.2426858,0.0001186106,7.407407e-08,0.7980769,GAM,Data,Data,AIC,CAN,2157894.70373722
2005,Over 50m,I,Lines_Longlines,NorthAmerica,124,2,6000.0,8347.803,1.7142858,5142.8574,7155.2600720487,1415612.6422092,0.2426858,0.0001186106,7.407407e-08,0.8571429,GAM,Data,Data,AIC,CAN,4736251.32591638
2006,Over 50m,I,Lines_Longlines,NorthAmerica,124,1,3000.0,4173.902,0.7526882,2258.0646,3141.6467833564,621550.19512916,0.2535381,0.0001186106,7.407407e-08,0.7526882,GAM,Data,Data,AIC,CAN,2124870.23435333
2007,Over 50m,I,Lines_Longlines,NorthAmerica,124,1,3000.0,4173.902,0.7882353,2364.7059,3290.0168951406,650904.05897514,0.2535381,0.0001186106,7.407407e-08,0.7882353,GAM,Data,Data,AIC,CAN,2273731.00452119
2008,Over 50m,I,Lines_Longlines,NorthAmerica,124,1,3000.0,4173.902,0.7763158,2328.9474,3240.2660702516,641061.24816604,0.3159388,0.0001186106,7.407407e-08,0.7763158,GAM,Data,Data,AIC,CAN,2288165.99533366
2009,Over 50m,I,Lines_Longlines,NorthAmerica,124,1,3000.0,4173.902,0.8142724,2442.8172,3398.6931989048,672404.81398312,0.3159388,0.0001186106,7.407407e-08,0.8142724,GAM,Data,Data,AIC,CAN,2452362.77259978
2010,Over 50m,I,Lines_Longlines,NorthAmerica,124,2,6000.0,8347.803,1.7142858,5142.8574,7155.2600720487,1415612.6422092,0.3159388,0.0001186106,7.407407e-08,0.8571429,GAM,Data,Data,AIC,CAN,5275507.33967162
2011,Over 50m,I,Lines_Longlines,NorthAmerica,124,2,6000.0,8347.803,1.7464788,5239.4364,7289.6304830382,1442196.7845912,0.3159388,0.0001186106,7.407407e-08,0.8732394,GAM,Data,Data,AIC,CAN,5426729.52188088
2013,Over 50m,I,Lines_Longlines,NorthAmerica,124,4,12000.0,16695.61,3.2570896,9771.2688,13594.774424164,2689619.093078,0.2784984,0.0001186106,7.407407e-08,0.8142724,GAM,Data,Data,AIC,CAN,10819451.810708
2014,Over 50m,I,Lines_Longlines,NorthAmerica,124,2,6000.0,8347.803,1.6285448,4885.6344,6797.3855835372,1344809.9536752,0.2784984,0.0001186106,7.407407e-08,0.8142724,GAM,Data,Data,AIC,CAN,5463489.53082736
2015,Over 50m,I,Lines_Longlines,NorthAmerica,124,4,12000.0,16695.61,3.2570896,9771.2688,13594.774424164,2689619.093078,0.2784984,0.0001186106,7.407407e-08,0.8142724,GAM,Data,Data,AIC,CAN,11165183.82498
2016,Over 50m,I,Lines_Longlines,NorthAmerica,124,3,9000.0,12521.7,2.4428172,7328.4516,10196.07471108,2017214.9305128,0.2929491,0.0001186106,7.407407e-08,0.8142724,GAM,Data,Data,AIC,CAN,8556441.21470409
2017,Over 50m,I,Lines_Longlines,NorthAmerica,124,2,6000.0,8347.803,1.6285448,4885.6344,6797.3855835372,1344809.9536752,0.0,0.0001186106,7.407407e-08,0.8142724,Data,Data,Data,AIC,CAN,5828647.75545642
1950,12-24m,UP,Lines_Longlines,NorthAmerica,124,12,462.23436,0.0,11.2728176,434.99774486448,0.0,5006.78556801383,0.113472675,,0.0002931612018742,0.939335619444422,GAM,Data,LOA,Pequivalent,CAN,5058.85613792117
1951,12-24m,UP,Lines_Longlines,NorthAmerica,124,11,384.5728,0.0,10.3306019,361.820286010606,0.0,4592.31505751339,0.103302684545455,,0.0003474273223994,0.939076549367119,GAM,Data,LOA,Pequivalent,CAN,4688.33191550629
